No,Fecha,Bateador,Eqp Po,Lanzador,Eqp Pe,Inn,Corredores,Zona,Estadio
261,9/9/2019,BENAVIDES ROUSEAUX Ariel Enrique (CAV),CAV,CONTRERAS ESQUIVEL Juan S. (CMG),CMG,2,2B-3B,LF,Cándido González. Camaguey (CMG)
262,9/10/2019,BARROSO PUERTA Dunieski Ramón (SSP),SSP,PÉREZ MERIÑO Juan Danilo (GRA),GRA,1,3B,RF,José Antonio Huelga. Sancti Spiritus (SSP)
263,9/11/2019,LABRADA MARÉN Adriel (SCU),SCU,ALVAREZ DÍAZ Frank A. (PRI),PRI,5,1B-2B,LF,Capitán San Luis. Pinar del Río (PRI)
264,9/11/2019,PEÑALVER DARCOURT Yhosvani (IND),IND,RODRÍGUEZ YORDI Yariel (CMG),CMG,4,,RF,Latinoamericano. Cerro (HAB)
265,9/11/2019,FERNÁNDEZ LEMUS Luis (MAY),MAY,MARTÍNEZ LORENZO Yairon (CAV),CAV,3,,LF,Héroes del Mayabeque. Guines (MAY)
266,9/11/2019,LAVANDERA ALVAREZ Orlando (MAY),MAY,MARTÍNEZ LORENZO Yairon (CAV),CAV,4,1B,LF,Héroes del Mayabeque. Guines (MAY)
267,9/11/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,CÁRDENAS AGUERO Osvaldo (CAV),CAV,8,,LF,Héroes del Mayabeque. Guines (MAY)
268,9/11/2019,DELGADO CASTAÑEDA Jefferson (MTZ),MTZ,HERNÁNDEZ CRUZ Yoanni (SSP),SSP,5,1B,LF,Victoria de Girón. Matanzas (MTZ)
269,9/11/2019,PALMA FONSECA Darién (GRA),GRA,AVEILLÉ OLIVERA Oscar Luis (VCL),VCL,9,,LF,Augusto César Sandino. Santa Clara (VCL)
270,9/12/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,DÍAZ ALONSO Dayron (ART),ART,1,,CF,Tricontinental. Guira de Melena (ART)
271,9/12/2019,DE LA CRUZ MATOS Andrés (LTU),LTU,DÍAZ ALONSO Dayron (ART),ART,3,1B-2B,RF,Tricontinental. Guira de Melena (ART)
272,9/12/2019,PROENZA MATOS Ronmy (ART),ART,CIVIL HIDALGO Alberto Pablo (LTU),LTU,6,1B-3B,RF,Tricontinental. Guira de Melena (ART)
273,9/12/2019,URGELLÉS COBAS Yoandry (IND),IND,BASULTO VALDÉS Erislery (CMG),CMG,6,,RF,Latinoamericano. Cerro (HAB)
274,9/12/2019,RAMOS POZO Rangel (MAY),MAY,DUQUESNE CANTERO Dachel (CAV),CAV,4,2B-3B,LF,Héroes del Mayabeque. Guines (MAY)
275,9/12/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,DUQUESNE CANTERO Dachel (CAV),CAV,5,,LF,Héroes del Mayabeque. Guines (MAY)
276,9/12/2019,LUIS CAMPILLO Willian (MTZ),MTZ,CASTELLANO PÉREZ Harbin (SSP),SSP,3,1B-2B-3B,LF,Victoria de Girón. Matanzas (MTZ)
277,9/12/2019,SANTOYA ZULUETA Yasiel (MTZ),MTZ,BRAÑA ROJAS José Luis (SSP),SSP,7,3B,LF,Victoria de Girón. Matanzas (MTZ)
278,9/12/2019,VIZCAINO RODRÍGUEZ Yurién (VCL),VCL,MARTÍNEZ MARTÍNEZ Leandro (GRA),GRA,5,1B,RF,Augusto César Sandino. Santa Clara (VCL)
279,9/12/2019,PÉREZ ROMERO Yeniet (VCL),VCL,RODRÍGUEZ LEÓN Kelbis (GRA),GRA,7,,LF,Augusto César Sandino. Santa Clara (VCL)
280,9/13/2019,ALMEIDA TAMAYO Pedro (HOL),HOL,CÓRDOVA VÁZQUEZ José A. (CFG),CFG,5,,RF,Mayor General Calixto García. Holguín (HOL)
281,9/13/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,SÁNCHEZ ARCIA José Antonio (HOL),HOL,5,1B-2B,RF,Mayor General Calixto García. Holguín (HOL)
282,9/13/2019,GONZÁLEZ ASCUY Luis Antonio (CMG),CMG,CHI MONTOYA Bryan (IND),IND,8,1B,CF,Latinoamericano. Cerro (HAB)
283,9/13/2019,HERNÁNDEZ ORTÍZ Juan C. (MAY),MAY,GUEVARA MORALES Yander (CAV),CAV,4,1B-2B,RF,Héroes del Mayabeque. Guines (MAY)
284,9/13/2019,FADRAGA PÉREZ Alfredo (CAV),CAV,VÁSQUEZ SÁNCHEZ Luis Miguel (MAY),MAY,9,,LF,Héroes del Mayabeque. Guines (MAY)
285,9/13/2019,MARTÍNEZ MESA Juan Manuel (MTZ),MTZ,ALVAREZ JIMÉNEZ Pedro Angel (SSP),SSP,2,,LF,Victoria de Girón. Matanzas (MTZ)
286,9/13/2019,PÉREZ ROMERO Yeniet (VCL),VCL,GARCÍA RONDÓN César (GRA),GRA,4,,LF,Augusto César Sandino. Santa Clara (VCL)
287,9/15/2019,HECHAVARRÍA LORES Luis Jairon (GTM),GTM,ORTIZ ALVAREZ Michel (ART),ART,2,2B,LF,26 de Julio. Artemisa (ART)
288,9/15/2019,CREMET PLANA Over (GTM),GTM,SÁNCHEZ CUESTA Israel (ART),ART,7,,CF,26 de Julio. Artemisa (ART)
289,9/15/2019,CARBONELL TERRERO Félix (GTM),GTM,SÁNCHEZ CUESTA Israel (ART),ART,8,,LF,26 de Julio. Artemisa (ART)
290,9/15/2019,SAAVEDRA VALDÉS William (PRI),PRI,SOSA CUESTA Adrián Rajiv (IND),IND,7,1B,LF,Latinoamericano. Cerro (HAB)
291,9/15/2019,BLANCO HERNÁNDEZ Lázaro Emilio (PRI),PRI,NODAL SUÁREZ Elder (IND),IND,9,1B,RF,Latinoamericano. Cerro (HAB)
292,9/15/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,RODRÍGUEZ FONSECA Rubén (HOL),HOL,4,,LF,Nelson Fernández. San José de las Lajas (MAY)
293,9/15/2019,CAMERO RODRÍGUEZ Javier (MTZ),MTZ,VIERA ALVAREZ Carlos Juan (LTU),LTU,1,1B,CF,Victoria de Girón. Matanzas (MTZ)
294,9/15/2019,CASTRO MOÑAGORRY Danel (LTU),LTU,DUEÑAS MORÉ Armando (MTZ),MTZ,6,1B,LF,Victoria de Girón. Matanzas (MTZ)
295,9/15/2019,ALARCÓN TARDIO Yosvani (LTU),LTU,QUESADA COTO Andy (MTZ),MTZ,8,1B-2B-3B,LF,Victoria de Girón. Matanzas (MTZ)
296,9/15/2019,AYALA GARCÍA Alexander (CMG),CMG,PÉREZ RAMOS Alex Daniel (CFG),CFG,2,,RF,5 de Septiembre. Cienfuegos (CFG)
297,9/15/2019,SORIANO GARCÍA Juan Miguel (CFG),CFG,MADAN MONTEJO Frank (CMG),CMG,6,,LF,5 de Septiembre. Cienfuegos (CFG)
298,9/15/2019,AYALA GARCÍA Alexander (CMG),CMG,SÁNCHEZ HERNÁNDEZ Leorisbel (CFG),CFG,7,,CF,5 de Septiembre. Cienfuegos (CFG)
299,9/15/2019,RODRÍGUEZ GARCÍA Félix (CFG),CFG,GÓNGORA DE LA TORRE Dariel (CMG),CMG,8,,RF,5 de Septiembre. Cienfuegos (CFG)
300,9/15/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,GÓNGORA DE LA TORRE Dariel (CMG),CMG,8,,RF,5 de Septiembre. Cienfuegos (CFG)
301,9/15/2019,BRIDÓN SANDUY Jonathan Lázaro (CAV),CAV,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,2,,LF,José Ramón Cepero. Ciego de Avila (CAV)
302,9/15/2019,VALDÉS EXPOSITO Rubén (CAV),CAV,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,3,,LF,José Ramón Cepero. Ciego de Avila (CAV)
303,9/15/2019,CEPEDA CRUZ Frederich (SSP),SSP,HERNÁNDEZ SANTANA Sergio (CAV),CAV,4,1B,RF,José Ramón Cepero. Ciego de Avila (CAV)
304,9/15/2019,FADRAGA PÉREZ Alfredo (CAV),CAV,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,6,,LF,José Ramón Cepero. Ciego de Avila (CAV)
305,9/16/2019,BLANCO HERNÁNDEZ Lázaro Emilio (PRI),PRI,ORTEGA DEL RÍO Marcos (IND),IND,2,2B-3B,RF,Latinoamericano. Cerro (HAB)
306,9/16/2019,POZO ZAYAS Alexander (MAY),MAY,SANTIESTEBAN PEÑA Carlos A. (HOL),HOL,3,1B-2B,LF,Nelson Fernández. San José de las Lajas (MAY)
307,9/16/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,SANTIESTEBAN PEÑA Carlos A. (HOL),HOL,3,,RF,Nelson Fernández. San José de las Lajas (MAY)
308,9/16/2019,HERNÁNDEZ ORTÍZ Juan C. (MAY),MAY,CASTAÑEDA DONNY Yoidel (HOL),HOL,3,,RF,Nelson Fernández. San José de las Lajas (MAY)
309,9/16/2019,PAUMIER OLIVA Yunior (HOL),HOL,MARTÍNEZ PÉREZ Yadián (MAY),MAY,4,,LF,Nelson Fernández. San José de las Lajas (MAY)
310,9/16/2019,PEÑA CENTRAY Jorge Luis (HOL),HOL,ALVAREZ DEL SOL Alyanser (MAY),MAY,8,,LF,Nelson Fernández. San José de las Lajas (MAY)
311,9/16/2019,SÁNCHEZ CELDA Rudens (SCU),SCU,CARRILLO CARVAJAL Robelio (VCL),VCL,2,,LF,Augusto César Sandino. Santa Clara (VCL)
312,9/16/2019,GUZMÁN LEBLANCH Luis (SCU),SCU,CARRILLO CARVAJAL Robelio (VCL),VCL,2,3B,RF,Augusto César Sandino. Santa Clara (VCL)
313,9/16/2019,TORRES BAENA Santiago (SCU),SCU,CARRILLO CARVAJAL Robelio (VCL),VCL,3,,LF,Augusto César Sandino. Santa Clara (VCL)
314,9/16/2019,LABRADA MARÉN Adriel (SCU),SCU,LORENZO ALFONSO Lázaro Javier (VCL),VCL,5,,LF,Augusto César Sandino. Santa Clara (VCL)
315,9/16/2019,LEIVA GATTORNO Ivailo (VCL),VCL,MEJÍAS RODRÍGUEZ Uber Luis (SCU),SCU,8,,RF,Augusto César Sandino. Santa Clara (VCL)
316,9/16/2019,CIVIL GONZÁLEZ Abdel (CAV),CAV,SOCARRÁS SUÁREZ Yoen (SSP),SSP,4,,RF,José Ramón Cepero. Ciego de Avila (CAV)
317,9/16/2019,URGELLÉS GONZÁLEZ Leonardo (IJV),IJV,MOJENA MACHADO Joel (GRA),GRA,8,2B,LF,Mártires de Barbados. Bayamo (GRA)
318,9/17/2019,BLANCO DÍAZ Dayron (IND),IND,TORRES GÓMEZ Yosvani (PRI),PRI,5,2B,RF,Latinoamericano. Cerro (HAB)
319,9/17/2019,BLANCO DÍAZ Dayron (IND),IND,ALVAREZ DÍAZ Frank A. (PRI),PRI,8,2B-3B,RF,Latinoamericano. Cerro (HAB)
320,9/17/2019,CAMERO RODRÍGUEZ Javier (MTZ),MTZ,SÁNCHEZ PÉREZ Angel (LTU),LTU,2,1B,LF,Victoria de Girón. Matanzas (MTZ)
321,9/17/2019,SORIANO GARCÍA Juan Miguel (CFG),CFG,BASULTO VALDÉS Erislery (CMG),CMG,7,,LF,5 de Septiembre. Cienfuegos (CFG)
322,9/17/2019,GONZÁLEZ ASCUY Luis Antonio (CMG),CMG,CAMPOS CARRAZANA Abel (CFG),CFG,8,,LF,5 de Septiembre. Cienfuegos (CFG)
323,9/17/2019,FISS MORALES Yoelvis (CAV),CAV,CASTELLANO PÉREZ Harbin (SSP),SSP,6,1B,LF,José Ramón Cepero. Ciego de Avila (CAV)
324,9/17/2019,MORALES GONZÁLEZ Humberto (CAV),CAV,MAURI GUTIÉRREZ Yankiel (SSP),SSP,9,1B,LF,José Ramón Cepero. Ciego de Avila (CAV)
325,9/17/2019,GÁLVEZ GUERRA Dainier (IJV),IJV,CASTILLO JEREZ Yunier (GRA),GRA,8,,LF,Mártires de Barbados. Bayamo (GRA)
326,9/19/2019,PEÑALVER DARCOURT Yhosvani (IND),IND,BETANCOURT LORA José Norbelis (MAY),MAY,5,1B,RF,Nelson Fernández. San José de las Lajas (MAY)
327,9/19/2019,PEÑA CENTRAY Jorge Luis (HOL),HOL,ENTENZA GONZÁLEZ Noelvis (MTZ),MTZ,1,1B,LF,Victoria de Girón. Matanzas (MTZ)
328,9/19/2019,MEDINA PÉREZ Aníbal (MTZ),MTZ,ORIZ ABALLE Maracle Rubén (HOL),HOL,1,,LF,Victoria de Girón. Matanzas (MTZ)
329,9/19/2019,CACERES DORCINET Maikel (HOL),HOL,ENTENZA GONZÁLEZ Noelvis (MTZ),MTZ,3,,LF,Victoria de Girón. Matanzas (MTZ)
330,9/19/2019,PEÑA CENTRAY Jorge Luis (HOL),HOL,PARRA LIMONTA Haykel (MTZ),MTZ,8,,LF,Victoria de Girón. Matanzas (MTZ)
331,9/19/2019,SARDUY ESCOBAR Andy (VCL),VCL,COUSIN DE LA ROSA Yosimar (CMG),CMG,7,,LF,Cándido González. Camaguey (CMG)
332,9/19/2019,GONZÁLEZ ASCUY Luis Antonio (CMG),CMG,HERNÁNDEZ ROJAS Yasmani (VCL),VCL,9,1B,LF,Cándido González. Camaguey (CMG)
333,9/19/2019,PEÑA RIVERO Denis (LTU),LTU,CARBO CAMPOALEGRE Jonathan (IJV),IJV,7,1B,LF,Julio Antonio Mella. Las Tunas (LTU)
334,9/19/2019,SANTOS ALMEIDA Raico (GRA),GRA,MOREIRA ARGUELLO Reidel (GTM),GTM,5,,LF,Nguyen Van Troi. Guantánamo (GTM)
335,9/19/2019,SÁNCHEZ ACOSTA Hubert (GRA),GRA,MARTÍNEZ MONTES Orlandis (GTM),GTM,8,1B,CF,Nguyen Van Troi. Guantánamo (GTM)
336,9/20/2019,BLANCO HERNÁNDEZ Lázaro Emilio (PRI),PRI,ALVAREZ JIMÉNEZ Pedro Angel (SSP),SSP,5,1B,RF,José Antonio Huelga. Sancti Spiritus (SSP)
337,9/20/2019,SILVA LA O Edilse (SCU),SCU,ORTIZ ALVAREZ Michel (ART),ART,1,1B-2B,RF,26 de Julio. Artemisa (ART)
338,9/20/2019,MORENO RODRÍGUEZ Yoan (ART),ART,FONT MUSTELIER Carlos (SCU),SCU,7,1B,LF,26 de Julio. Artemisa (ART)
339,9/20/2019,SANTOS ALMEIDA Raico (GRA),GRA,FERNÁNDEZ FAVIER Enyer (GTM),GTM,10,1B-2B-3B,RF,Nguyen Van Troi. Guantánamo (GTM)
340,9/21/2019,ALOMÁ HERRERA Jorge Enrique (IND),IND,BATISTA HERNÁNDEZ Mario (MAY),MAY,4,,LF,Nelson Fernández. San José de las Lajas (MAY)
341,9/21/2019,GONZÁLEZ VEGA Yasniel (MAY),MAY,PONCE FRENE Héctor (IND),IND,10,1B-3B,LF,Nelson Fernández. San José de las Lajas (MAY)
342,9/21/2019,FADRAGA PÉREZ Alfredo (CAV),CAV,BARRETO GRAVE DE PERALTA Reemberto (CFG),CFG,2,2B-3B,RF,Mártires de Chambas. Chambas (CAV)
343,9/21/2019,SILVA LA O Edilse (SCU),SCU,MARTÍNEZ CABRERA Ricardo (ART),ART,6,1B-2B,RF,26 de Julio. Artemisa (ART)
344,9/21/2019,LAVANDERA ALVAREZ Orlando (MAY),MAY,NODAL SUÁREZ Elder (IND),IND,4,,LF,Nelson Fernández. San José de las Lajas (MAY)
345,9/21/2019,ANDERSON STEPHES Leslie (CMG),CMG,LORENZO ALFONSO Lázaro Javier (VCL),VCL,6,1B,CF,Cándido González. Camaguey (CMG)
346,9/21/2019,GONZÁLEZ ASCUY Luis Antonio (CMG),CMG,CUETO PÉREZ Randy (VCL),VCL,6,1B-2B,LF,Cándido González. Camaguey (CMG)
347,9/21/2019,ROJAS CASTELLANO Eliseo (IJV),IJV,RODRÍGUEZ LEÓN Yudier (LTU),LTU,8,,CF,Julio Antonio Mella. Las Tunas (LTU)
348,9/21/2019,ALARCÓN TARDIO Yordanis (LTU),LTU,LASTRA GONZÁLEZ Miguel Angel (IJV),IJV,8,1B,CF,Julio Antonio Mella. Las Tunas (LTU)
349,9/23/2019,CARABEO MÉNDEZ Javier (MAY),MAY,GAMBOA CORREOSO Yunier (IJV),IJV,2,,RF,Cristóbal Labra. Nueva Gerona (IJV)
350,9/23/2019,ROJAS AGUILAR Luis Angel (IJV),IJV,CRUZ SERRANOS Mailon (MAY),MAY,2,,RF,Cristóbal Labra. Nueva Gerona (IJV)
351,9/23/2019,GÁLVEZ GUERRA Dainier (IJV),IJV,CRUZ SERRANOS Mailon (MAY),MAY,5,1B,LF,Cristóbal Labra. Nueva Gerona (IJV)
352,9/23/2019,VALDÉS NOGUEIRA Oscar (IND),IND,PAREDES CÉSPEDES Wilson (HOL),HOL,3,1B-2B-3B,LF,Latinoamericano. Cerro (HAB)
353,9/23/2019,PÉREZ ROMERO Yeniet (VCL),VCL,BRAÑA ROJAS José Luis (SSP),SSP,6,,RF,Augusto César Sandino. Santa Clara (VCL)
354,9/23/2019,SARDUY ESCOBAR Andy (VCL),VCL,HERNÁNDEZ LORENZO Roberto (SSP),SSP,7,,LF,Augusto César Sandino. Santa Clara (VCL)
355,9/23/2019,SEGURA MORALES Leonel (CMG),CMG,PEÑA RODRÍGUEZ José Armando (LTU),LTU,5,,CF,Cándido González. Camaguey (CMG)
356,9/23/2019,BENÍTEZ PÉREZ Carlos (GRA),GRA,GARCÍA ANDÚJAR Ulfrido (SCU),SCU,1,,LF,Guillermón Moncada. Santiago de Cuba (SCU)
357,9/23/2019,SILVA LA O Edilse (SCU),SCU,PÉREZ MERIÑO Juan Danilo (GRA),GRA,3,,LF,Guillermón Moncada. Santiago de Cuba (SCU)
358,9/24/2019,ABALLE SÁNCHEZ Franklin (HOL),HOL,HERNÁNDEZ BRUCES Pavel (IND),IND,2,2B,LF,Latinoamericano. Cerro (HAB)
359,9/24/2019,DELGADO CASTAÑEDA Jefferson (MTZ),MTZ,GONZÁLEZ LEDESMA Yulieski (ART),ART,5,1B-2B-3B,LF,Rubén Aldama. Pedro Betancourt (MTZ)
360,9/24/2019,PEÑA RIVERO Denis (LTU),LTU,COUSIN DE LA ROSA Yosimar (CMG),CMG,2,,LF,Cándido González. Camaguey (CMG)
361,9/24/2019,SANTOS MARTÍNEZ Roel (GRA),GRA,BICET LABRADA Alberto (SCU),SCU,2,1B-2B-3B,RF,Guillermón Moncada. Santiago de Cuba (SCU)
362,9/25/2019,LÓPEZ ROJAS Juan Carlos (VCL),VCL,PÉREZ HERNÁNDEZ Yamichel (SSP),SSP,1,,LF,Augusto César Sandino. Santa Clara (VCL)
363,9/25/2019,CARABEO MÉNDEZ Javier (MAY),MAY,MARTÍNEZ DÍAZ Maikel (IJV),IJV,2,,CF,Cristóbal Labra. Nueva Gerona (IJV)
364,9/25/2019,RAMOS POZO Rangel (MAY),MAY,PÉREZ RODRÍGUEZ Wilber (IJV),IJV,4,,LF,Cristóbal Labra. Nueva Gerona (IJV)
365,9/25/2019,HERNÁNDEZ ORTÍZ Juan C. (MAY),MAY,PÉREZ MOREJÓN José Ernesto (IJV),IJV,7,1B,RF,Cristóbal Labra. Nueva Gerona (IJV)
366,9/25/2019,CARABEO MÉNDEZ Javier (MAY),MAY,PADRINO FARRADA Luis A. (IJV),IJV,8,1B,RF,Cristóbal Labra. Nueva Gerona (IJV)
367,9/25/2019,AGUIAR HERNÁNDEZ Marnolki (HOL),HOL,MOLINA BARRIOS Yandi (IND),IND,6,1B,LF,Latinoamericano. Cerro (HAB)
368,9/25/2019,BLANCO DÍAZ Eduardo (MTZ),MTZ,VILLA SANTOS Misael (ART),ART,3,1B,LF,Victoria de Girón. Matanzas (MTZ)
369,9/25/2019,IBÁÑEZ ARAGÓN Yusniel (CFG),CFG,DOMÍNGUEZ PÉREZ Yaifredo (PRI),PRI,1,,RF,5 de Septiembre. Cienfuegos (CFG)
370,9/25/2019,GONZÁLEZ TORRES Yudiel (CAV),CAV,MOREIRA ARGUELLO Reidel (GTM),GTM,4,1B,RF,José Ramón Cepero. Ciego de Avila (CAV)
371,9/25/2019,BRIDÓN SANDUY Jonathan Lázaro (CAV),CAV,BLES MOYA Raciel (GTM),GTM,5,1B,LF,José Ramón Cepero. Ciego de Avila (CAV)
372,9/27/2019,GONZÁLEZ ABASCAL Frank Raul (PRI),PRI,MARTÍNEZ MARTÍNEZ Jonder (MTZ),MTZ,5,1B,RF,Capitán San Luis. Pinar del Río (PRI)
373,9/27/2019,GUERRA ECHAZÁBAL Tony D. (PRI),PRI,MARTÍNEZ MARTÍNEZ Jonder (MTZ),MTZ,7,1B,LF,Capitán San Luis. Pinar del Río (PRI)
374,9/27/2019,BORROTO JAUREGUI Yorbis (CAV),CAV,RODRÍGUEZ LEÓN Yudier (LTU),LTU,1,,LF,José Ramón Cepero. Ciego de Avila (CAV)
375,9/27/2019,LARDUERT DOMÍNGUEZ Yuniesky (LTU),LTU,GARCÍA ESCALANTE Vladimir (CAV),CAV,3,,LF,José Ramón Cepero. Ciego de Avila (CAV)
376,9/28/2019,RAMOS LA O Ricardo (SCU),SCU,GÓNGORA DE LA TORRE Dariel (CMG),CMG,4,1B,CF,Central Dos Ríos. Palma Soriano (SCU)
377,9/28/2019,SILVA LA O Edilse (SCU),SCU,ODELÍN SANAME Vicyohandri (CMG),CMG,7,1B,RF,Central Dos Ríos. Palma Soriano (SCU)
378,9/28/2019,GARBEY FONTANILLA Gabriel (GTM),GTM,ALVAREZ DEL SOL Alyanser (MAY),MAY,12,1B-2B-3B,CF,Nguyen Van Troi. Guantánamo (GTM)
379,9/28/2019,MILIÁN SANTOS Yulián Rafael (GRA),GRA,VIERA TORRES Yaniel (ART),ART,2,1B-3B,LF,Mártires de Barbados. Bayamo (GRA)
380,9/28/2019,GONZÁLEZ ASCUY Luis Antonio (CMG),CMG,GARCÍA ANDÚJAR Ulfrido (SCU),SCU,4,,RF,Guillermón Moncada. Santiago de Cuba (SCU)
381,9/28/2019,AYALA GARCÍA Alexander (CMG),CMG,GARCÍA ANDÚJAR Ulfrido (SCU),SCU,4,,LF,Guillermón Moncada. Santiago de Cuba (SCU)
382,9/28/2019,MEDINA PÉREZ Aníbal (MTZ),MTZ,CASANOVA CALLAVA Erlis (PRI),PRI,3,1B,LF,Capitán San Luis. Pinar del Río (PRI)
383,9/28/2019,GONZÁLEZ ABASCAL Frank Raul (PRI),PRI,RIVERO ESTRADA Reinier (MTZ),MTZ,4,1B-2B,RF,Capitán San Luis. Pinar del Río (PRI)
384,9/28/2019,DUQUE SALGADO Yariel (MTZ),MTZ,CASANOVA CALLAVA Erlis (PRI),PRI,6,1B,RF,Capitán San Luis. Pinar del Río (PRI)
385,9/28/2019,ALOMÁ HERRERA Jorge Enrique (IND),IND,DELGADO RAMOS Yanny (VCL),VCL,1,1B-2B,LF,Augusto César Sandino. Santa Clara (VCL)
386,9/28/2019,LÓPEZ ROJAS Juan Carlos (VCL),VCL,ORTEGA DEL RÍO Marcos (IND),IND,1,,RF,Augusto César Sandino. Santa Clara (VCL)
387,9/28/2019,BRIDÓN SANDUY Jonathan Lázaro (CAV),CAV,PEÑA RODRÍGUEZ José Armando (LTU),LTU,6,2B,LF,José Ramón Cepero. Ciego de Avila (CAV)
388,9/29/2019,DELGADO BUENO Robert Luis (GTM),GTM,CRUZ SERRANOS Mailon (MAY),MAY,1,2B,LF,Nguyen Van Troi. Guantánamo (GTM)
389,9/29/2019,RAMOS POZO Rangel (MAY),MAY,TURCÁS MAURE Yoenni (GTM),GTM,6,,LF,Nguyen Van Troi. Guantánamo (GTM)
390,9/29/2019,BLANCO DÍAZ Eduardo (MTZ),MTZ,TORRES GÓMEZ Yosvani (PRI),PRI,3,,RF,Capitán San Luis. Pinar del Río (PRI)
391,9/29/2019,URGELLÉS GONZÁLEZ Leonardo (IJV),IJV,PAREDES CÉSPEDES Wilson (HOL),HOL,4,,RF,Cristóbal Labra. Nueva Gerona (IJV)
